Station,Lat,Lon
TUCSON 8.4 ESE,32.1366,-110.7679
EL CAPITAN DAM,32.8856,-116.8149
NOGALES INTL AP,31.42083,-110.84583
ARTESIA 6S,32.7547,-104.3835
SEQUIM 2 E,48.085,-123.0638
CHEYENNE 9.9 E,41.1667,-104.6039
GORDON 6N,42.8947,-102.2036
GOLDENDALE 4.2 NNW,45.8819,-120.8365
BICKLETON,45.9981,-120.3006
TUBAC 2.9 SW,31.5883,-111.0876
ANACONDA 7.4 NW,46.1661,-113.0853
CRANE,31.4072,-102.3577
RIALTO 2.1 N,34.1442,-117.381
BOULDER 3.5 S,39.977,-105.2576
ORDWAY 2 ENE,38.2222,-103.7219
KASSLER,39.49,-105.0952
UPLAND 1.8 NNE,34.1443,-117.6491
EKALAKA,45.8863,-104.5478
KELDRON 8SSW,45.8361,-101.8665
ELM SPRINGS 3 ESE,44.3186,-102.4683
COCHETOPA PASS,38.16,-106.6
WEBSTER 3 E,46.0558,-104.1852
POTEET,29.028,-98.5686
ECHO DAM,40.96554,-111.4336
BURNS 3.5 NW,41.226,-104.4073
WAIALAE-KAHALA 715,21.2733,-157.7803
LAKE SHARPE PROJECT,44.0644,-99.4602
BROADWATER 3WNW,41.6111,-102.9013
WHITMAN MISSION,46.0436,-118.4628
LITTLETON 6.4 W,39.6082,-105.1371
ROUNDUP 6.2 ENE,46.4779,-108.4165
CASTLE HOT SPRINGS,33.9826,-112.3628
BALFOUR 2 SW,47.918,-100.54
SILVERADO 1.0 ESE,33.7455,-117.6199
ANCHORAGE TED STEVENS INTL AP,61.169,-150.0278
LEROY 5 WSW,40.51461,-102.99068
MIZPAH 4 NNW,46.2858,-105.2919
SAVAGE,47.4536,-104.3379
ENTIAT FISH HATCHERY,47.6983,-120.3228
MC INTOSH 6 SE,45.8383,-101.2766
WHITE SIGNAL,32.5565,-108.3666
HARLINGEN 0.4 N,26.201,-97.6856
BUFFALO,44.3547,-106.6991
OAKLEY 19 SSW,38.8701,-100.9627
FLOYDADA,33.9849,-101.3338
POMEROY,46.4672,-117.5883
CLEARMONT 5.1 NNE,44.7029,-106.3261
THERMOPOLIS 9NE,43.75327,-108.14303
HILLROSE 2.5 SSW,40.293,-103.5465
BILLINGS WATER TREATMENT PLANT,45.7716,-108.4811
CUSTER COUNTY AP,43.73306,-103.61139
TURLOCK #2,37.5005,-120.855
COLUMBUS,45.6444,-109.2675
VALMORA,35.8166,-104.9244
CORONADO TRAIL,33.8,-109.15
LAKEWOOD 1.7 SW,39.6774,-105.1367
RITZVILLE 1 SSE,47.1175,-118.3714
PLEASANTON MUNICIPAL AIRPORT,28.95,-98.517
BERETANIA PUMP STA 705,21.30611,-157.85306
COTOPAXI 4.9 SE,38.3137,-105.6306
CASPER 9.7 WSW,42.767,-106.4989
IML - AIR SCIENCE,44.7812,-106.9644
SISTERS 2.0 WNW,44.3061,-121.5825
UNIVERSITY EXP STA,64.8569,-147.86099
IRON MOUNTAIN FORD AP,45.81833,-88.11444
LEITER 9N,44.85,-106.2888
MOULTON WEIR,39.33333,-122.01667
YAMPA,40.1561,-106.9091
GRUVER,36.2631,-101.4051
GOBBLERS KNOB,66.75,-150.67
UPPER RIO GRANDE,37.72,-107.26
ANCHORAGE UPPER DEARMOUN,61.1025,-149.7169
DICKINSON THEODORE ROOSEVELT REGIONAL AIRPORT,46.7994,-102.7972
NORTH POLE,64.7581,-147.3253
HARRISON 9NE,42.8002,-103.7866
BRIGHAM CITY 28 WNW,41.6163,-112.5437
FAIRBANKS AP #2,64.8172,-147.8739
WILD HORSE RESERVOIR,41.6358,-115.8008
FOSSIL BUTTE,41.83684,-110.77045
BIG TIMBER,45.8326,-109.9511
GOODLAND 10.3 WNW,39.3797,-101.8979
BELLEVUE,43.4669,-114.2577
EAGLE RIVER GAKONA CIRCLE,61.3193,-149.5435
PRESCOTT VALLEY 1.1 ESE,34.6016,-112.3043
HOPE,32.811,-104.7385
CORNVILLE 0.8 SSE,34.7063,-111.9185
EADS,38.4759,-102.777
LEADVILLE LAKE COUNTY AP,39.22917,-106.31694
COLBY 1.3 NE,39.4003,-101.028
EDINBURG 17 NNE,26.5258,-98.0633
ASH FORK 4.9 SW,35.1652,-112.5315
COLUSA 2 SSW,39.1875,-122.0269
BRANDENBERG,45.8162,-106.2329
MAX 13N,40.2975,-101.3808
HAYDEN,40.4926,-107.2548
FORT BENTON,47.8305,-110.6609
FORTUNA 1 W,48.908,-103.8055
RIO RICO 4.4 WSW,31.437,-111.0396
PAIKO DRIVE 723.4,21.2803,-157.73351
LUBBOCK WFO,33.52806,-101.87611
TENSLEEP 4NE,44.0647,-107.3819
ROCK RIVER 9.6 WSW,41.6597,-106.1332
KIMBALL 2NE,41.2452,-103.6344
ESCONDIDO 7.2 SE,33.0563,-116.9925
COLORADO SPRINGS 5.7 WNW,38.9052,-104.8491
LAMAR RANGER STATION,44.89553,-110.23416
SELDEN 11NW,39.67353,-100.68709
ROUNDUP,46.438,-108.5319
WASTA 21.6 SSW,43.781,-102.6168
SHERIDAN AIRPORT,44.7694,-106.9688
ADIN RANGER STATION,41.1936,-120.9447
NEW RAYMER 21 N,40.9319,-103.8678
SPRINGDALE,45.7374,-110.2252
CARTER 14 W,47.7921,-111.2204
PALISADE,40.3502,-101.1047
TOWNER,38.4702,-102.0829
COLORADO SPRINGS 2.7 WSW,38.8161,-104.8645
RANCHO BERNARDO 0.5SE,33.0184,-117.0666
LIVERMORE MUNICIPAL AP,37.6927,-121.8144
OAKLEY,42.2341,-113.898
BASIN CREEK,45.8,-112.52
EDGEWOOD 3.4 NW,35.1227,-106.2113
COLLEGE OBSERVATORY,64.8603,-147.8484
ELK MOUNTAIN 0.3 SW,41.6842,-106.4175
COLORADO SPRINGS 13.9 NNE,39.0267,-104.7478
OLD FORT LARAMIE,42.2058,-104.5561
GILLETTE 13.9 NNW,44.475,-105.5962
ELK MOUNTAIN 2.1 S,41.6524,-106.4101
MILDRED 5 N,46.7615,-104.962
PANGUITCH LAKE RS,37.7,-112.65
TUMACACORI NM,31.5677,-111.0497
LODGEPOLE NO 2,41.1531,-102.64
BRUSH 0.3 E,40.2565,-103.6273
KUNIA SUBSTA 740.4,21.38639,-158.03639
SHERIDAN FIELD STATION,44.8405,-106.8383
MANCOS 1SW,37.335,-108.3161
CUSTER,43.7744,-103.6119
MCKINLEY PARK,63.7175,-148.96918
SUNSET CRATER NM,35.3694,-111.5436
BOULDER 2.9 S,39.9941,-105.2573
EUREKA RANGER STATION,48.8978,-115.0644
SIDNEY 6 NNW,41.2294,-103.0214
BAKER MUNICIPAL AIRPORT,46.3583,-104.25
RAMONA AIRPORT,33.0375,-116.91583
SUSANVILLE 2SW,40.4167,-120.6631
MIDAS,41.27,-116.8
AMARILLO AP,35.2295,-101.7042
DENVER 9.4 S,39.6025,-104.9762
LAKETOWN,41.825,-111.3208
CLOVIS 1.3 NE,36.833,-119.6808
RAWLINS 1N,41.8036,-107.2411
BOULDER 1.6 S,39.9922,-105.2647
SIMPSON 6 N - WILDHORSE,48.998,-110.2157
GIBRALTAR DAM NO. 2,34.5225,-119.6822
HIGHLANDS RANCH 3.2 ESE,39.5404,-104.9123
BOULDER,39.9919,-105.2667
MONTICELLO NO. 2,37.8676,-109.3513
SANTA MARIA RESERVOIR,37.8226,-107.1097
KARTCHNER CAVERNS,31.8352,-110.3552
SAN DIEGO COUNTRY ESTATES 1.5,33.0158,-116.8068
LITTLETON 7.7 ESE,39.5531,-104.8954
PRETTY ROCK,46.1758,-101.8561
CAMPO 7 S,37.01029,-102.55367
SUGARLOAF RESERVOIR,39.2495,-106.3713
VOLBORG,45.8436,-105.6808
KENAI MOOSE PENS,60.73,-150.48
PRAIRIE,43.51,-115.57
MIDLAND 3.0 WSW,32.0063,-102.1463
BOULDER 2.5 S,39.9908,-105.2557
WYARNO 9 NNE,44.9293,-106.6784
BAYARD 8.9 ENE,32.823,-108.004
HARROLD 3.8 ESE,44.5122,-99.6634
SHAW 4ENE,39.5719,-103.2922
MONUMENT 1.2 W,32.6248,-103.286
ODESSA 1SE,31.8367,-102.3586
GOODLAND RENNER FIELD,39.36722,-101.69333
VIGO PARK,34.6521,-101.497
CASTLE ROCK 1.7 SSW,39.3475,-104.8649
TULIA,34.5474,-101.7614
ALBERTON,47.0036,-114.4781
OAK CREEK,39.35,-112.33
MULE CREEK 1.0 W,32.338,-106.771
RED LODGE 2.7 NE,45.2213,-109.2124
HAYES CENTER 1NW,40.52315,-101.03456
RED LAKE INDIAN AGCY,47.8761,-95.0167
TUCSON 10.5 ESE,32.139,-110.7674
DIVIDE 4NW,38.9608,-105.2158
BEAVER HEAD,33.69,-109.22
ROUGH AND TUMBLE,39.03,-106.08
PALO,36.41,-105.33
PRESCOTT LOVE FIELD,34.65167,-112.42083
KADOKA 2.8 WNW,43.8528,-101.5581
COLBY 1SW,39.3925,-101.0689
DALTON,41.4086,-102.9661
FORGAN 10.4 NW,36.991,-100.6932
CASPER WASTE WATER TREATMENT PLANT,42.86149,-106.29239
GOODLAND 16.6 NW,39.5168,-101.9302
MELVILLE 4 W,46.1047,-110.05
GILA HOT SPRINGS,33.1975,-108.2075
LAMAR,38.0936,-102.6306
POLSON KERR DAM,47.6775,-114.2419
LENNEP 5 SW,46.3615,-110.5998
KIRK 6.2 E,39.6142,-102.4833
ODESSA 4.8 ENE,31.9022,-102.2731
PARK CONE,38.82,-106.59
CONCORD BUCHANAN FIELD,37.9917,-122.055
GLENDIVE,47.1065,-104.7183
GOLDEN VALLEY 9S,47.155,-102.0706
SPANISH FORK POWER HOUSE,40.0797,-111.6044
LIVERMORE,37.6922,-121.7691
MELSTONE,46.6009,-107.8706
HARROLD 12 SSW,44.3628,-99.8034
TRINIDAD LAKE,37.1502,-104.5568
JOPLIN,48.5595,-110.7719
PLAINSVIEW RANCH,42.2613,-103.5188
REDINGTON,32.3902,-110.4666
COHAGEN,47.0568,-106.6166
VIDA 6 NE,47.8799,-105.3686
RED DOG MINE 3 SSW,68.0277,-162.9212
TURTLE LAKE,47.5213,-100.8883
VIRGINIA CITY,39.3128,-119.6483
BONANZA 7.0 N,42.3005,-121.4081
OAKLEY 4W,39.113,-100.9448
ELLSWORTH,42.0632,-102.282
POWAY 3.2NE,32.9956,-117.0044
CENTENNIAL 2.0 SW,39.5753,-104.9746
BURLINGTON 8.4  NNE,39.4166,-102.2036
ANCHORAGE FORECAST OFFICE,61.1561,-149.9847
GARDEN CITY EXP STA,37.993,-100.8121
CROSBYTON,33.6516,-101.245
COLORADO SPRINGS FIRE STATION 20,38.92944,-104.75278
CULBERTSON,48.1502,-104.5088
BENKELMAN,40.04997,-101.53258
BAGDAD,34.5975,-113.1745
ALLENS PARK 1.5 ESE,40.1869,-105.5002
OSHKOSH,41.4014,-102.3465
WINONA,39.059,-101.244
LOOKOUT MOUNTAIN,33.36,-107.83
GROSS RESERVOIR,39.9363,-105.3502
LAKIN,37.9412,-101.2492
WALNUT GROVE,34.3117,-112.5619
JOHN MARTIN DAM,38.0634,-102.9298
JUNCAL DAM,34.4908,-119.5069
LAST CHANCE 6.1 N,39.8265,-103.5733
ROSEBUD 7NW,35.9027,-103.5272
DEER CREEK DAM,40.4044,-111.5289
SONOITA 1.3 SE,31.6698,-110.6365
WINNETT 12 SW,46.9258,-108.5663
HIGHWOOD 7 NE,47.6415,-110.6677
DARWIN RANCH,43.41269,-110.16331
GOVE 4W,38.95829,-100.55297
ORAL,43.4033,-103.2683
KINGSTON 5NW,36.1197,-93.5772
STRONTIA SPRINGS DAM,39.4344,-105.1208
SHERIDAN LAKE 4E,38.4683,-102.217
POCATELLO CITY,42.87496,-112.44686
SHORT CREEK,44.98,-111.95
CALVERT CREEK,45.88,-113.33
WOLF POINT,48.0999,-105.6484
MOUNTAIN PARK,32.9539,-105.8226
DEVILS LAKE MUNICIPAL AP,48.11667,-98.9
CHEYENNE 2.0 E,41.1449,-104.7547
MAUNA LOA 5 NNE,19.5354,-155.576
LIBERAL,37.0309,-100.9069
MINATARE DAM (USBR),41.9178,-103.4842
RUTH,39.2763,-114.9911
HARROLD 5.2 N,44.5981,-99.7326
HOLLISTER 5.4 NNE,36.9306,-121.3704
AKRON WASHINGTON COUNTY AP,40.16667,-103.21667
ELGIN 5 S,31.5907,-110.5087
CHEYENNE 7NE,41.19473,-104.71194
OGDEN HINKLEY AIRPORT,41.19611,-112.01139
SHOW LOW 6.5 WNW,34.2825,-110.1266
HAXTUN 0.2 N,40.6455,-102.6284
BOWDLE,45.4522,-99.6533
EAGLE SUMMIT,65.49,-145.41
WALSENBURG 11.5 W,37.6034,-104.9905
TRIBUNE 13NNE,38.6549,-101.696
OSHKOSH 8 SW,41.3038,-102.4375
SILVER CITY 4.2 S,32.7226,-108.2669
MISSION RIDGE 5NW,44.7342,-100.8041
BLACKFOOT FIRE DEPARTMENT,43.19172,-112.34522
DAGGET PASS,38.9783,-119.8914
CARMEL VALLEY,36.4805,-121.7244
MODESTO,37.65,-121.0
SAN GABRIEL CANYON PH,34.1553,-117.9078
LEWISTOWN 42 WSW,46.8847,-110.2895
YELLOW JACKET 4NE,37.5594,-108.6636
HYSHAM,46.2941,-107.2277
CIRCLE,47.4122,-105.59547
MAUNA LOA SLOPE OBS 39,19.5362,-155.57671
GERBER RESERVOIR,42.21,-121.13
CASTLE CREEK,43.67,-109.38
STRATFORD,36.4415,-102.0776
RED OWL,44.6981,-102.5608
ISABEL 14 NNE,45.60253,-101.34857
FISHTAIL,45.453,-109.507
BEAR LAKE STATE PARK,41.9583,-111.3923
SHERIDAN 1.7 NW,44.8122,-106.9763
WINNETT 6NNE,47.083,-108.3163
FORT BIDWELL,41.8715,-120.1574
EVERGREEN 2.0 ESE,39.6244,-105.3068
ANDREWS 2,32.3123,-102.5606
JOHNSON,37.5669,-101.7509
ABERNATHY,33.8338,-101.8436
MERRITT MOUNTAIN,41.89,-115.86
ORIENT,44.8983,-99.0865
LIVINGSTON 0.4 SSW,45.6581,-110.5657
TELLURIDE 4WNW,37.9493,-107.8736
BUCKHORN,33.0389,-108.7135
JEROME,34.7522,-112.1114
WESTBY,48.8744,-104.0502
CHUGWATER,41.7594,-104.8222
GREAT FALLS 16ST,47.4883,-111.2792
HEMINGFORD,42.3208,-103.0733
STOCKTON METROPOLITAN AP,37.8891,-121.2258
PLAINVIEW,34.1891,-101.7023
RUBY LAKE NWR,40.2022,-115.4931
SPOKANE INTL AP,47.62167,-117.52806
RANCHESTER 1.3 ESE,44.9001,-107.14
GRENVILLE,36.5938,-103.6191
PARKER 5.2 SE,39.4506,-104.7038
LITTLEFIELD 5.9 S,33.8343,-102.326
MASSACRE ROCKS STATE PARK,42.668,-112.998
MEDORA 7 E,46.8946,-103.3769
WINONA 3.7 SSW,39.01,-101.265
ALLIANCE 1WNW,42.1103,-102.8967
DULCE,36.9358,-107.0
POMPEYS PILLAR 15N,46.1971,-108.004
STILLWATER CREEK,40.23,-105.92
STAG MOUNTAIN,41.41,-115.45
WALSH 1 W,37.3822,-102.2986
SNYDER WINSTON FIELD AP,32.69333,-100.95056
GALATA 16 SW,48.2922,-111.5682
SHIELDS,46.233,-101.1291
HILL CITY,43.9324,-103.5595
HARLINGEN 6.2 WSW,26.1635,-97.7806
PERRYTON,36.3897,-100.8238
WOODSMOKE,64.7802,-147.27499
MONTAGUE SISKIYOU AIRPORT,41.78139,-122.46806
HANAPEPE 966.4,21.93639,-159.58861
BEULAH (MPEC),38.0491,-104.996
GUFFEY 9SE,38.6866,-105.3925
JUDITH GAP,46.6786,-109.7535
K-BAR RANCH,31.6727,-102.4133
CRANE 10N,31.67278,-102.41333
GLAZIER,36.009,-100.2692
AKRON 4 E,40.155,-103.1416
BOX CANYON,45.27,-110.25
LUSK 25NE,42.9366,-104.0669
LITTLETON 5.7 SW,39.5403,-105.0963
DEERFIELD 0.6 NE,37.9885,-101.1249
KAMAS,40.6438,-111.2822
DOWNEY,42.4261,-112.1253
BLACK RIVER PUMPS,33.4783,-109.7516
TURPIN 6.1 SSE,36.7878,-100.8392
GAGE AIRPORT,36.2967,-99.7689
WALNUT CANYON N.M.,35.1721,-111.5097
IDALIA,39.7033,-102.2939
KENNEBEC,43.9024,-99.8582
LANGTRY 10.6 W,29.8307,-101.7334
GRAINFIELD,39.1118,-100.4622
BOZEMAN MONTANA STATE UNIVERSITY,45.6621,-111.4063
ALPINE,30.3763,-103.66
HIGGINS,36.1162,-100.0238
SOURDOUGH GULCH,46.24,-117.39
NOGALES 6 N,31.4554,-110.968
HUGOTON,37.1639,-101.3401
BREDETTE,48.5155,-105.2991
TORRINGTON,42.0586,-104.1684
SILVER CITY 3.4 SW,32.7422,-108.2996
SHERIDAN 13.8 NNE,44.9769,-106.8475
SAN BERNARDINO 5.1 NW,34.195,-117.3502
SYRACUSE 1NE,37.9929,-101.7417
LOMA,47.9363,-110.5024
RICHFIELD,37.2633,-101.7886
HARDIN,45.7316,-107.6091
TEUCHET CREEK,64.95,-145.52
MADISON BUTTE,45.11,-119.5
MINOT INTL AP,48.2552,-101.2733
CORTEZ 8 SE,37.2553,-108.5035
SHERIDAN 12.9 ESE,44.715,-106.718
OPHEIM 12 SSE,48.6955,-106.3154
DEER CREEK,35.68333,-97.58333
DUPREE 15 SSE,44.8658,-101.4672
IPSWICH,45.4477,-99.0383
CASPER 1SW,42.85186,-106.28434
HIGHMORE 1 W,44.5222,-99.455
BUFORD 4SE,41.0844,-105.2483
WARREN AFB 20.6 WSW,41.0844,-105.2486
KENAI MUNICIPAL AP,60.5797,-151.23911
MORRO BAY FIRE DEPT,35.367,-120.8447
TRAER 2.5 NNW,39.9632,-100.6672
KALAMAZOO,39.56,-114.63
DONKEY RESERVOIR,38.21,-111.48
SILVER CITY,44.0848,-103.5634
DALHART FAA AIRPORT,36.0167,-102.55
SLATON,33.4368,-101.6473
FAULKTON 1 NW,45.0363,-99.1342
BREWSTER 4W,39.3673,-101.4461
HARRISBURG 12WNW,41.633,-103.9541
LLANO MUNICIPAL AIRPORT,30.78361,-98.66194
PAMPA # 2,35.5544,-100.9736
KALVESTA 1 W,38.0585,-100.2987
KITTREDGE 2.5 SSE,39.6183,-105.2793
TRES RITOS,36.13,-105.53
CHAMITA,36.96,-106.66
STARR RIDGE,44.26,-119.02
BROWNFIELD # 2,33.19083,-102.26806
CAMBRIDGE,44.5734,-116.6754
CHEYENNE 11 NW,35.75389,-99.76278
WINTHROP 1 WSW,48.4743,-120.1887
DAVENPORT,47.6575,-118.1615
KAHULUI AP,20.89972,-156.4286
MOBRIDGE 2NNW,45.5655,-100.4488
ILFELD 0.7 NE,35.4268,-105.5495
WINNER,43.3686,-99.8402
WINNER WILEY FIELD,43.39056,-99.84222
FREMONT,37.5422,-122.0158
MARINA 0.8 SSE,36.6732,-121.7836
HIGHMORE 21.3 N,44.8278,-99.4786
VINTON,39.8056,-120.1858
CRIPPLE CREEK 3NNW,38.7955,-105.2004
BOZEMAN 1.5 SSE,45.6578,-111.0272
SALT LAKE CITY 2.1 SE,40.7447,-111.8677
LISCO,41.4983,-102.6222
DUPREE,45.047,-101.6051
MINCHUMINA,63.9033,-152.2816
ELK CABIN,35.7,-105.81
DISASTER PEAK,41.97,-118.19
COLE CANYON,44.49,-104.41
WOLF POINT 34 NE,48.4887,-105.2096
HUGOTON 0.6 NNW,37.184,-101.3521
SAINT FRANCIS,39.7675,-101.8066
IMPERIAL MUNICIPAL AP,40.51,-101.62
HOT SPRINGS 0.5 SSW,43.4265,-103.4841
MULESHOE NO 1,34.21917,-102.73278
UNDERWOOD,47.455,-101.1461
FARMINGTON 1.8 W,40.9874,-111.9286
GOLDSTREAM CREEK,64.89389,-147.87527
FALCON DAM,26.558,-99.1372
MOUNT LOCKE,30.7053,-104.0232
HAVRE AP ASOS,48.5428,-109.7633
BURLINGTON CARSON AP,39.24472,-102.28417
REE HEIGHTS,44.51673,-99.19891
MONTEREY WFO,36.5927,-121.8555
COLORADO SPRINGS 18.7 N,39.0988,-104.7629
SULA 14 NE,45.911,-113.7394
WEST WEBER 1.0 ESE,41.2435,-112.0637
BONNER 0.0 SW,46.873,-113.8638
WHIDBEY ISLAND NAS,48.35,-122.66667
PIERRE 24 S,44.0194,-100.353
GARRISON,47.6538,-101.4198
PENDLETON BRANCH EXP STA,45.7206,-118.6264
CROWDER FLAT,41.89,-120.75
FLATWILLOW 4 ENE,46.8217,-108.3724
PRESHO 0.3 SSW,43.9027,-100.0608
BLACK MOUNTAIN,43.6561,-107.7375
PATAGONIA #2,31.54289,-110.75352
SILVERTON,37.8088,-107.6633
LEADVILLE 1.4 WNW,39.2573,-106.3173
HOLYOKE,40.5454,-102.3412
SANFORD DAM,35.7048,-101.5492
SCOTT CITY,38.4746,-100.9176
QUEMAZON,35.92,-106.39
NEW FORK LAKE,43.11,-109.95
HURON REGIONAL AP,44.3981,-98.2231
BRECKENRIDGE 0.9 NNE,39.52,-106.0412
WILSALL 8 ENE,46.0305,-110.5055
LUBBOCK 6.7 SW,33.5172,-101.9681
BROADUS 18.8 NNW,45.6693,-105.6236
LEVELLAND,33.5501,-102.3758
ATWOOD,39.79957,-101.04213
PLENTYWOOD 0.6 W,48.7748,-104.567
MURPHY (DESERT) HOT SPRINGS,42.0264,-115.3596
LODGEPOLE 8N,41.2663,-102.6585
INTER CANYON,39.5728,-105.2193
CROSHO,40.17,-107.06
SHUREE,36.79,-105.24
HITCHCOCK 7.5 WSW,44.5822,-98.5444
DAYTON,44.8737,-107.2663
WOODWARD 2WSW MESONET,36.42306,-99.41667
MORTON,33.7187,-102.75866
MARSHALL,47.1369,-102.3344
BRISTOL 7S,45.2385,-97.7537
SHOSHONE,39.5703,-107.2267
AGUILAR 7.2 WSW,37.3593,-104.7734
STERLING 6SW,60.4905,-150.91879
UTICA,38.6442,-100.1687
BEAVER CANYON POWER HOUSE,38.26823,-112.48177
GLENNALLEN 64 N,63.0295,-145.50031
ARNOLD 4.8 NNW,38.6956,-100.0664
MOFFIT 3 SE,46.6705,-100.2294
NAST LAKE,39.3,-106.61
DICKINSON RANCH HQ,47.1944,-102.8413
BRIDGEPORT,41.668,-103.1038
STANLEY,44.22088,-114.93448
SACRAMENTO METROPOLITAN AP,38.69556,-121.58972
CRIPPLE CREEK 5.1 NW,38.8071,-105.2311
BIG BOW 4 WSW,37.5515,-101.6344
GRASS RANGE,47.0256,-108.8035
POLLOCK,45.9041,-100.2875
WHITE RIVER RESERVOIR,33.45611,-101.0925
OAKLAND METROPOLITAN INTL AP,37.72139,-122.22083
PLEVNA,46.4177,-104.5163
BUFFALO  5WSW,44.3319,-106.7982
SALINAS DAM,35.3372,-120.5038
FORSYTH,46.2721,-106.6755
UPHAM 3 N,48.6147,-100.7263
TURNER 11N,48.9992,-108.3895
KADOKA 0.3 N,43.8367,-101.5078
MONAHAN FLAT,63.31,-147.64999
MARTINEZ WATER PLANT,38.0131,-122.1142
BLACK FLAT-U.M. CK,38.68,-111.6
COLORADO SPRINGS 5.8 ENE,38.872,-104.7262
KETCHUM RANGER STATION,43.6841,-114.3602
COLLYER 10 S,38.8971,-100.1135
MCLEOD,45.6627,-110.1147
EASTONVILLE 2 NNW,39.1091,-104.5997
MCGRATH AP,62.9574,-155.61031
DAYTON 1 WSW,46.3152,-118.0022
ARNETT 3NE,36.167,-99.7215
RIO GRANDE RESERVOIR,37.722,-107.2667
MT. LAGUNA #3,32.8672,-116.4194
RICE PARK,35.23,-108.27
NORTH COSTILLA,36.99,-105.26
BAYARD 0.1 SW,32.758,-108.1347
MOBRIDGE MUNICIPAL AP,45.54639,-100.40778
HARTLEY,35.8783,-102.3849
KISMET 0.1 W,37.205,-100.7028
VALENTINE,47.3391,-108.4992
FALCON ESTATES 2.4 WNW,38.9384,-104.8426
WIND CAVE,43.5606,-103.4881
GLAD VALLEY 2 W,45.40077,-101.81033
PAYSON 1.0 WSW,34.2371,-111.344
MINDEN,40.5155,-98.9513
MIDLAND 1.6 ENE,44.0779,-101.1231
WALLA WALLA REGIONAL AP,46.09472,-118.28694
TRIBUNE 1W,38.46614,-101.77297
WHITEWATER,48.7596,-107.6249
MONTEREY PENINSUL AP,36.58806,-121.84528
ARCO 17 SW,43.4621,-113.556
LOST CREEK RESV,41.22,-111.36
FLOYDADA 9 SE,33.8761,-101.2463
WICKIUP DAM,43.6825,-121.6874
LEMMON,45.9397,-102.1575
FORT KNOX MINE,65.0033,-147.34081
RIO GRANDE CITY 17.7 NE,26.5386,-98.603
TIMBER LAKE,45.4284,-101.0764
TONASKET 11NE,48.7978,-119.26
KOLOA 2.1 SSE,21.8788,-159.4518
MONUMENT 2.9 N,39.1125,-104.859
FORT VALLEY,35.27,-111.74
NORTH RAPID CREEK,44.21,-103.79
BOX CREEK,38.51,-112.02
ALPINE,40.4644,-111.7708
SONNETTE 7 SW,45.3242,-105.9137
CLAYTON MUNICIPAL AIR PARK,36.4486,-103.1539
KAMIAH,46.2299,-116.0338
KENO,42.0945,-121.9021
BIG HORN,44.6828,-107.0089
CABIN CREEK,39.6552,-105.7088
DAVIS 6.3 W,38.5613,-121.8522
DAVIS 0.8 NE,38.5618,-121.7241
REXFORD 1SW,39.45715,-100.7572
NORRIS MADISON POWER HOUSE,45.4875,-111.6336
CRESCENT LAKE NAT WLR,41.7608,-102.4372
THATCHER 1.7 ESE,41.6947,-112.2675
LUBRECHT FLUME,46.88,-113.32
CLAYTON 14.6 SSW,36.27,-103.3122
BEAR TRAP MEADOW,43.89,-107.06
LOGAN CACHE AP,41.78722,-111.85333
NORWOOD NO. 2,38.1314,-108.285
HAWAII KAI G.C. 724.19,21.299,-157.6644
COLORADO SPRINGS 4.1 S,38.7748,-104.8328
DICKINSON 1.3 WNW,46.895,-102.8076
SPOKANE FELTS FIELD,47.68306,-117.32139
CASPER 4.3 WSW,42.8167,-106.4108
MT. RYAN,65.25,-146.14999
BLACK FOREST 6WNW,39.0294,-104.8018
RUSSELL SPRINGS 3N,38.96176,-101.16648
MC COOK 17 NNW,40.4388,-100.6961
LAPRELE CREEK,42.44,-105.86
DAVIS 1.2 SE,38.5425,-121.721
SOUTH KONA 2  2.32,19.0826,-155.7532
KALISPELL GLACIER AIRPORT,48.3042,-114.2636
DOLORES 4.8 ENE,37.4884,-108.4177
BLACK CANYON OF THE GUNNISON,38.5547,-107.6872
CONIFER 3.9 SE,39.4839,-105.2434
ORACLE STATE PARK,32.61,-110.7317
DAVIS 2.7 W,38.5523,-121.7855
HOT SPRINGS 5.2 NW,43.4938,-103.543
GARDEN CITY REGIONAL AP,37.92722,-100.72472
ATIGUN PASS,68.13,-149.48
LYNX PASS,40.08,-106.67
BRADY,41.0232,-100.367
JONES CORRAL,38.07,-112.17
FLAGSTAFF 7.8 SSW,35.0938,-111.6954
WILLOWS 6 W,39.52316,-122.3048
GOLDEN 11.8 NW,39.8959,-105.3508
LEWISTOWN AP,47.0492,-109.4578
PLENTYWOOD,48.78,-104.5678
GARRISON,47.64583,-101.43944
NEZPERCE,46.2324,-116.243
RED LODGE,45.1769,-109.2571
CANADIAN 6NW,36.0244,-100.4197
BRIGHAM CITY WASTE PLANT,41.5239,-112.0436
BLUE RIDGE RANGER STATION,34.6108,-111.1922
WOODLAND 1 WNW,38.6829,-121.794
POMEROY 2.5 SSE,46.4428,-117.5701
WESSINGTON 2SE,44.4247,-98.685
BURLINGTON,39.3062,-102.26085
GOLDEN 2.1 SW,39.7197,-105.2472
SUMMIT LK,41.49,-119.0
BIG BEND,41.76,-115.69
ALTON,37.4402,-112.4819
SQUAW SPRINGS,38.5,-112.01
BEACH 0.3 SSE,46.9095,-104.005
HEBRON,46.9075,-102.0382
MARTIN 19.6 ENE,43.3158,-101.3851
STOVE PRAIRIE 2 WNW,40.6263,-105.3912
