"DATE","ID","Precipitation"
"09/24/1997",998,0.00
"09/25/1997",999,0.00
"09/26/1997",1000,0.00
"09/27/1997",1001,0.00
"09/28/1997",1002,0.00
"09/29/1997",1003,0.12
"09/30/1997",1004,0.00
"10/01/1997",1005,0.00
"10/02/1997",1006,0.00
"10/03/1997",1007,0.24
"10/04/1997",1008,0.00
"10/05/1997",1009,0.23
"10/06/1997",1010,0.00
"10/07/1997",1011,0.00
"10/08/1997",1012,0.00
"10/09/1997",1013,0.02
"10/10/1997",1014,0.00
"10/11/1997",1015,0.00
"10/12/1997",1016,0.00
"10/13/1997",1017,0.00
"10/14/1997",1018,0.00
"10/15/1997",1019,0.00
"10/16/1997",1020,0.02
"10/17/1997",1021,0.00
"10/18/1997",1022,0.00
"10/19/1997",1023,0.00
"10/20/1997",1024,0.00
"10/21/1997",1025,0.00
"10/22/1997",1026,0.00
"10/23/1997",1027,0.00
"10/24/1997",1028,0.00
"10/25/1997",1029,0.68
"10/26/1997",1030,0.00
"10/27/1997",1031,0.59
"10/28/1997",1032,0.00
"10/29/1997",1033,0.00
"10/30/1997",1034,0.00
"10/31/1997",1035,0.00
"11/01/1997",1036,1.48
"11/02/1997",1037,0.21
"11/03/1997",1038,0.00
"11/04/1997",1039,0.01
"11/05/1997",1040,0.00
"11/06/1997",1041,0.00
"11/07/1997",1042,0.05
"11/08/1997",1043,0.69
"11/09/1997",1044,1.28
"11/10/1997",1045,0.01
"11/11/1997",1046,0.00
"11/12/1997",1047,0.00
"11/13/1997",1048,0.00
"11/14/1997",1049,0.96
"11/15/1997",1050,0.00
"11/16/1997",1051,0.01
"11/17/1997",1052,0.00
"11/18/1997",1053,0.00
"11/19/1997",1054,0.00
"11/20/1997",1055,0.00
"11/21/1997",1056,0.00
"11/22/1997",1057,0.79
"11/23/1997",1058,0.02
"11/24/1997",1059,0.00
"11/25/1997",1060,0.00
"11/26/1997",1061,0.06
"11/27/1997",1062,0.01
"11/28/1997",1063,0.00
"11/29/1997",1064,0.00
"11/30/1997",1065,0.28
"12/01/1997",1066,0.41
"12/02/1997",1067,0.00
"12/03/1997",1068,0.00
"12/04/1997",1069,0.08
"12/05/1997",1070,0.04
"12/06/1997",1071,0.00
"12/07/1997",1072,0.00
"12/08/1997",1073,0.00
"12/09/1997",1074,0.00
"12/10/1997",1075,0.00
"12/11/1997",1076,0.00
"12/12/1997",1077,0.00
"12/13/1997",1078,0.00
"12/14/1997",1079,0.00
"12/15/1997",1080,0.00
"12/16/1997",1081,0.00
"12/17/1997",1082,0.00
"12/18/1997",1083,0.00
"12/19/1997",1084,0.00
"12/20/1997",1085,0.00
"12/21/1997",1086,0.00
"12/22/1997",1087,0.00
"12/23/1997",1088,0.74
"12/24/1997",1089,0.00
"12/25/1997",1090,0.26
"12/26/1997",1091,0.00
"12/27/1997",1092,0.02
"12/28/1997",1093,0.01
"12/29/1997",1094,0.43
"12/30/1997",1095,0.30
"12/31/1997",1096,0.00
"01/01/1998",1097,0.00
"01/02/1998",1098,0.00
"01/03/1998",1099,0.00
"01/04/1998",1100,0.02
"01/05/1998",1101,0.00
"01/06/1998",1102,0.10
"01/07/1998",1103,0.71
"01/08/1998",1104,0.46
"01/09/1998",1105,0.30
"01/10/1998",1106,0.00
"01/11/1998",1107,0.00
"01/12/1998",1108,0.00
"01/13/1998",1109,0.08
"01/14/1998",1110,0.00
"01/15/1998",1111,0.14
"01/16/1998",1112,0.61
"01/17/1998",1113,0.00
"01/18/1998",1114,0.02
"01/19/1998",1115,0.00
"01/20/1998",1116,0.00
"01/21/1998",1117,0.00
"01/22/1998",1118,0.00
"01/23/1998",1119,0.73
"01/24/1998",1120,1.53
"01/25/1998",1121,0.05
"01/26/1998",1122,0.00
"01/27/1998",1123,0.00
"01/28/1998",1124,0.00
"01/29/1998",1125,0.00
"01/30/1998",1126,0.01
"01/31/1998",1127,0.00
"02/01/1998",1128,0.00
"02/02/1998",1129,0.00
"02/03/1998",1130,0.00
"02/04/1998",1131,0.00
"02/05/1998",1132,0.06
"02/06/1998",1133,0.00
"02/07/1998",1134,0.00
"02/08/1998",1135,0.00
"02/09/1998",1136,0.00
"02/10/1998",1137,0.00
"02/11/1998",1138,0.02
"02/12/1998",1139,0.77
"02/13/1998",1140,0.00
"02/14/1998",1141,0.00
"02/15/1998",1142,0.00
"02/16/1998",1143,0.00
"02/17/1998",1144,0.12
"02/18/1998",1145,1.91
"02/19/1998",1146,0.02
"02/20/1998",1147,0.00
"02/21/1998",1148,0.00
"02/22/1998",1149,0.00
"02/23/1998",1150,0.02
"02/24/1998",1151,2.28
"02/25/1998",1152,0.17
"02/26/1998",1153,0.00
"02/27/1998",1154,0.00
"02/28/1998",1155,0.17
"03/01/1998",1156,0.13
"03/02/1998",1157,0.00
"03/03/1998",1158,0.00
"03/04/1998",1159,0.01
"03/05/1998",1160,0.01
"03/06/1998",1161,0.00
"03/07/1998",1162,0.00
"03/08/1998",1163,0.23
"03/09/1998",1164,2.14
"03/10/1998",1165,0.00
"03/11/1998",1166,0.00
"03/12/1998",1167,0.00
"03/13/1998",1168,0.00
"03/14/1998",1169,0.01
"03/15/1998",1170,0.01
"03/16/1998",1171,0.00
"03/17/1998",1172,0.00
"03/18/1998",1173,0.06
"03/19/1998",1174,1.08
"03/20/1998",1175,0.00
"03/21/1998",1176,0.13
"03/22/1998",1177,0.35
"03/23/1998",1178,0.00
"03/24/1998",1179,0.00
"03/25/1998",1180,0.00
"03/26/1998",1181,0.00
"03/27/1998",1182,0.00
"03/28/1998",1183,0.00
"03/29/1998",1184,0.00
"03/30/1998",1185,0.00
"03/31/1998",1186,0.00
"04/01/1998",1187,0.44
"04/02/1998",1188,0.25
"04/03/1998",1189,0.00
"04/04/1998",1190,0.00
"04/05/1998",1191,0.00
"04/06/1998",1192,0.00
"04/07/1998",1193,0.00
"04/08/1998",1194,0.13
"04/09/1998",1195,0.15
"04/10/1998",1196,0.13
"04/11/1998",1197,0.00
"04/12/1998",1198,0.00
"04/13/1998",1199,0.00
"04/14/1998",1200,0.00
"04/15/1998",1201,0.00
"04/16/1998",1202,0.00
"04/17/1998",1203,0.49
"04/18/1998",1204,0.00
"04/19/1998",1205,0.01
"04/20/1998",1206,0.66
"04/21/1998",1207,0.00
"04/22/1998",1208,0.00
"04/23/1998",1209,1.14
"04/24/1998",1210,0.07
"04/25/1998",1211,0.00
"04/26/1998",1212,0.11
"04/27/1998",1213,0.00
"04/28/1998",1214,0.00
"04/29/1998",1215,0.00
"04/30/1998",1216,0.00
"05/01/1998",1217,0.03
"05/02/1998",1218,0.47
"05/03/1998",1219,0.02
"05/04/1998",1220,0.22
"05/05/1998",1221,0.34
"05/06/1998",1222,1.00
"05/07/1998",1223,1.50
"05/08/1998",1224,0.01
"05/09/1998",1225,0.18
"05/10/1998",1226,1.43
"05/11/1998",1227,0.81
"05/12/1998",1228,0.00
"05/13/1998",1229,0.00
"05/14/1998",1230,0.00
"05/15/1998",1231,0.00
"05/16/1998",1232,0.00
"05/17/1998",1233,0.00
"05/18/1998",1234,0.00
"05/19/1998",1235,0.00
"05/20/1998",1236,0.00
"05/21/1998",1237,0.00
"05/22/1998",1238,0.00
"05/23/1998",1239,0.00
"05/24/1998",1240,0.00
"05/25/1998",1241,0.00
"05/26/1998",1242,0.00
"05/27/1998",1243,0.00
"05/28/1998",1244,0.00
"05/29/1998",1245,0.15
"05/30/1998",1246,0.00
"05/31/1998",1247,0.69
"06/01/1998",1248,0.22
"06/02/1998",1249,0.02
"06/03/1998",1250,0.38
"06/04/1998",1251,0.00
"06/05/1998",1252,0.00
"06/06/1998",1253,0.00
"06/07/1998",1254,0.15
"06/08/1998",1255,0.08
"06/09/1998",1256,0.00
"06/10/1998",1257,0.00
"06/11/1998",1258,0.00
"06/12/1998",1259,0.08
"06/13/1998",1260,5.69
"06/14/1998",1261,1.17
"06/15/1998",1262,0.99
"06/16/1998",1263,0.30
"06/17/1998",1264,0.26
"06/18/1998",1265,0.13
"06/19/1998",1266,0.00
"06/20/1998",1267,0.00
"06/21/1998",1268,0.00
"06/22/1998",1269,0.00
"06/23/1998",1270,0.00
"06/24/1998",1271,0.03
"06/25/1998",1272,0.00
"06/26/1998",1273,0.32
"06/27/1998",1274,0.07
"06/28/1998",1275,0.00
"06/29/1998",1276,0.02
"06/30/1998",1277,1.67
"07/01/1998",1278,0.35
"07/02/1998",1279,0.00
"07/03/1998",1280,0.00
"07/04/1998",1281,0.00
"07/05/1998",1282,0.04
"07/06/1998",1283,0.00
"07/07/1998",1284,0.00
"07/08/1998",1285,0.01
"07/09/1998",1286,0.00
"07/10/1998",1287,0.00
"07/11/1998",1288,0.00
"07/12/1998",1289,0.00
"07/13/1998",1290,0.00
"07/14/1998",1291,0.00
"07/15/1998",1292,0.00
"07/16/1998",1293,0.00
"07/17/1998",1294,0.02
"07/18/1998",1295,0.00
"07/19/1998",1296,0.00
"07/20/1998",1297,0.25
"07/21/1998",1298,0.00
"07/22/1998",1299,0.00
"07/23/1998",1300,0.73
"07/24/1998",1301,0.00
"07/25/1998",1302,0.00
"07/26/1998",1303,0.00
"07/27/1998",1304,0.00
"07/28/1998",1305,0.00
"07/29/1998",1306,0.46
"07/30/1998",1307,0.00
"07/31/1998",1308,0.61
"08/01/1998",1309,0.00
"08/02/1998",1310,0.00
"08/03/1998",1311,0.00
"08/04/1998",1312,0.00
"08/05/1998",1313,0.00
"08/06/1998",1314,0.00
"08/07/1998",1315,0.01
"08/08/1998",1316,0.00
"08/09/1998",1317,0.00
"08/10/1998",1318,0.00
"08/11/1998",1319,0.04
"08/12/1998",1320,0.07
"08/13/1998",1321,0.00
"08/14/1998",1322,0.00
"08/15/1998",1323,0.05
"08/16/1998",1324,0.00
"08/17/1998",1325,1.52
"08/18/1998",1326,0.58
"08/19/1998",1327,0.00
"08/20/1998",1328,0.00
"08/21/1998",1329,0.00
"08/22/1998",1330,0.00
"08/23/1998",1331,0.00
"08/24/1998",1332,0.34
"08/25/1998",1333,0.00
"08/26/1998",1334,0.39
"08/27/1998",1335,0.00
"08/28/1998",1336,0.01
"08/29/1998",1337,0.34
"08/30/1998",1338,0.00
"08/31/1998",1339,0.02
"09/01/1998",1340,0.00
"09/02/1998",1341,0.17
"09/03/1998",1342,0.00
"09/04/1998",1343,0.00
"09/05/1998",1344,0.00
"09/06/1998",1345,0.00
"09/07/1998",1346,0.24
"09/08/1998",1347,0.01
"09/09/1998",1348,0.00
"09/10/1998",1349,0.00
"09/11/1998",1350,0.00
"09/12/1998",1351,0.00
"09/13/1998",1352,0.00
"09/14/1998",1353,0.00
"09/15/1998",1354,0.62
"09/16/1998",1355,0.01
"09/17/1998",1356,0.00
"09/18/1998",1357,0.00
"09/19/1998",1358,0.00
"09/20/1998",1359,0.00
"09/21/1998",1360,0.00
"09/22/1998",1361,1.88
"09/23/1998",1362,0.00
"09/24/1998",1363,0.00
"09/25/1998",1364,0.00
"09/26/1998",1365,0.00
"09/27/1998",1366,0.07
"09/28/1998",1367,0.00
"09/29/1998",1368,0.00
"09/30/1998",1369,0.03
"10/01/1998",1370,0.02
"10/02/1998",1371,0.00
"10/03/1998",1372,0.00
"10/04/1998",1373,0.00
"10/05/1998",1374,0.00
"10/06/1998",1375,0.00
"10/07/1998",1376,0.00
"10/08/1998",1377,1.85
"10/09/1998",1378,1.08
"10/10/1998",1379,1.25
"10/11/1998",1380,0.17
"10/12/1998",1381,0.00
"10/13/1998",1382,0.00
"10/14/1998",1383,0.89
"10/15/1998",1384,0.00
"10/16/1998",1385,0.00
"10/17/1998",1386,0.00
"10/18/1998",1387,0.00
"10/19/1998",1388,0.00
"10/20/1998",1389,0.00
"10/21/1998",1390,0.00
"10/22/1998",1391,0.00
"10/23/1998",1392,0.00
"10/24/1998",1393,0.00
"10/25/1998",1394,0.00
"10/26/1998",1395,0.00
"10/27/1998",1396,0.00
"10/28/1998",1397,0.12
"10/29/1998",1398,0.00
"10/30/1998",1399,0.00
"10/31/1998",1400,0.00
"11/01/1998",1401,0.00
"11/02/1998",1402,0.00
"11/03/1998",1403,0.00
"11/04/1998",1404,0.00
"11/05/1998",1405,0.00
"11/06/1998",1406,0.00
"11/07/1998",1407,0.00
"11/08/1998",1408,0.00
"11/09/1998",1409,0.00
"11/10/1998",1410,0.00
"11/11/1998",1411,0.62
"11/12/1998",1412,0.00
"11/13/1998",1413,0.00
"11/14/1998",1414,0.00
"11/15/1998",1415,0.00
"11/16/1998",1416,0.00
"11/17/1998",1417,0.20
"11/18/1998",1418,0.00
"11/19/1998",1419,0.04
"11/20/1998",1420,0.15
"11/21/1998",1421,0.00
"11/22/1998",1422,0.00
"11/23/1998",1423,0.00
"11/24/1998",1424,0.00
"11/25/1998",1425,0.00
"11/26/1998",1426,0.37
"11/27/1998",1427,0.00
"11/28/1998",1428,0.00
"11/29/1998",1429,0.00
"11/30/1998",1430,0.00
"12/01/1998",1431,0.01
"12/02/1998",1432,0.00
"12/03/1998",1433,0.00
"12/04/1998",1434,0.00
"12/05/1998",1435,0.00
"12/06/1998",1436,0.00
"12/07/1998",1437,0.00
"12/08/1998",1438,0.40
"12/09/1998",1439,0.00
"12/10/1998",1440,0.00
"12/11/1998",1441,0.00
"12/12/1998",1442,0.00
"12/13/1998",1443,0.00
"12/14/1998",1444,0.00
"12/15/1998",1445,0.00
"12/16/1998",1446,0.00
"12/17/1998",1447,0.25
"12/18/1998",1448,0.00
"12/19/1998",1449,0.00
"12/20/1998",1450,0.00
"12/21/1998",1451,0.00
"12/22/1998",1452,0.21
"12/23/1998",1453,0.00
"12/24/1998",1454,0.01
"12/25/1998",1455,0.00
"12/26/1998",1456,0.00
"12/27/1998",1457,0.00
"12/28/1998",1458,0.00
"12/29/1998",1459,0.47
"12/30/1998",1460,0.24
"12/31/1998",1461,0.00
"01/01/1999",1462,0.00
"01/02/1999",1463,0.00
"01/03/1999",1464,1.51
"01/04/1999",1465,0.00
"01/05/1999",1466,0.00
"01/06/1999",1467,0.00
"01/07/1999",1468,0.00
"01/08/1999",1469,0.14
"01/09/1999",1470,0.43
"01/10/1999",1471,0.00
"01/11/1999",1472,0.00
"01/12/1999",1473,0.09
"01/13/1999",1474,0.02
"01/14/1999",1475,0.19
"01/15/1999",1476,1.67
"01/16/1999",1477,0.00
"01/17/1999",1478,0.00
"01/18/1999",1479,0.71
"01/19/1999",1480,0.00
"01/20/1999",1481,0.00
"01/21/1999",1482,0.01
"01/22/1999",1483,0.00
"01/23/1999",1484,0.04
"01/24/1999",1485,0.76
"01/25/1999",1486,0.00
"01/26/1999",1487,0.00
"01/27/1999",1488,0.02
"01/28/1999",1489,0.09
"01/29/1999",1490,0.01
"01/30/1999",1491,0.00
"01/31/1999",1492,0.00
"02/01/1999",1493,0.00
"02/02/1999",1494,1.29
"02/03/1999",1495,0.21
"02/04/1999",1496,0.16
"02/05/1999",1497,0.00
"02/06/1999",1498,0.03
"02/07/1999",1499,0.00
"02/08/1999",1500,0.00
"02/09/1999",1501,0.00
"02/10/1999",1502,0.00
"02/11/1999",1503,0.00
"02/12/1999",1504,0.17
"02/13/1999",1505,0.05
"02/14/1999",1506,0.00
"02/15/1999",1507,0.00
"02/16/1999",1508,0.00
"02/17/1999",1509,0.00
"02/18/1999",1510,0.83
"02/19/1999",1511,0.00
"02/20/1999",1512,0.00
"02/21/1999",1513,0.00
"02/22/1999",1514,0.00
"02/23/1999",1515,0.00
"02/24/1999",1516,0.00
"02/25/1999",1517,0.11
"02/26/1999",1518,0.00
"02/27/1999",1519,0.00
"02/28/1999",1520,0.66
"03/01/1999",1521,0.33
"03/02/1999",1522,0.00
"03/03/1999",1523,0.13
"03/04/1999",1524,0.38
"03/05/1999",1525,0.00
"03/06/1999",1526,0.27
"03/07/1999",1527,0.05
"03/08/1999",1528,0.00
"03/09/1999",1529,0.00
"03/10/1999",1530,0.00
"03/11/1999",1531,0.00
"03/12/1999",1532,0.01
"03/13/1999",1533,0.00
"03/14/1999",1534,0.00
"03/15/1999",1535,0.26
"03/16/1999",1536,0.00
"03/17/1999",1537,0.00
"03/18/1999",1538,0.00
"03/19/1999",1539,0.00
"03/20/1999",1540,0.00
"03/21/1999",1541,0.00
"03/22/1999",1542,0.31
"03/23/1999",1543,0.00
"03/24/1999",1544,0.08
"03/25/1999",1545,0.00
"03/26/1999",1546,0.00
"03/27/1999",1547,0.00
"03/28/1999",1548,0.70
"03/29/1999",1549,0.00
"03/30/1999",1550,0.00
"03/31/1999",1551,0.00
"04/01/1999",1552,0.00
"04/02/1999",1553,0.00
"04/03/1999",1554,0.00
"04/04/1999",1555,0.00
"04/05/1999",1556,0.00
"04/06/1999",1557,0.00
"04/07/1999",1558,0.00
"04/08/1999",1559,0.00
"04/09/1999",1560,0.05
"04/10/1999",1561,0.00
"04/11/1999",1562,0.00
"04/12/1999",1563,0.00
"04/13/1999",1564,0.00
"04/14/1999",1565,0.00
"04/15/1999",1566,0.00
"04/16/1999",1567,0.27
"04/17/1999",1568,0.04
"04/18/1999",1569,0.00
"04/19/1999",1570,0.03
"04/20/1999",1571,0.00
"04/21/1999",1572,0.00
"04/22/1999",1573,0.00
"04/23/1999",1574,0.33
"04/24/1999",1575,0.00
"04/25/1999",1576,0.00
"04/26/1999",1577,0.08
"04/27/1999",1578,0.03
"04/28/1999",1579,0.00
"04/29/1999",1580,0.00
"04/30/1999",1581,0.00
"05/01/1999",1582,0.00
"05/02/1999",1583,0.00
"05/03/1999",1584,0.28
"05/04/1999",1585,0.32
"05/05/1999",1586,0.12
"05/06/1999",1587,0.01
"05/07/1999",1588,0.00
"05/08/1999",1589,0.25
"05/09/1999",1590,0.00
"05/10/1999",1591,0.00
"05/11/1999",1592,0.00
"05/12/1999",1593,0.00
"05/13/1999",1594,0.00
"05/14/1999",1595,0.00
"05/15/1999",1596,0.00
"05/16/1999",1597,0.00
"05/17/1999",1598,0.00
"05/18/1999",1599,0.00
"05/19/1999",1600,0.16
"05/20/1999",1601,0.21
"05/21/1999",1602,0.00
"05/22/1999",1603,0.00
"05/23/1999",1604,0.62
"05/24/1999",1605,0.73
"05/25/1999",1606,0.00
"05/26/1999",1607,0.00
"05/27/1999",1608,0.00
"05/28/1999",1609,0.00
"05/29/1999",1610,0.00
"05/30/1999",1611,0.00
"05/31/1999",1612,0.00
"06/01/1999",1613,0.00
"06/02/1999",1614,0.00
"06/03/1999",1615,0.00
"06/04/1999",1616,0.00
"06/05/1999",1617,0.00
"06/06/1999",1618,0.00
"06/07/1999",1619,0.00
"06/08/1999",1620,0.00
"06/09/1999",1621,0.00
"06/10/1999",1622,0.00
"06/11/1999",1623,0.00
"06/12/1999",1624,0.00
"06/13/1999",1625,0.00
"06/14/1999",1626,0.00
"06/15/1999",1627,0.00
"06/16/1999",1628,0.00
"06/17/1999",1629,0.00
"06/18/1999",1630,0.00
"06/19/1999",1631,0.00
"06/20/1999",1632,0.00
"06/21/1999",1633,0.00
"06/22/1999",1634,0.00
"06/23/1999",1635,0.00
"06/24/1999",1636,0.00
"06/25/1999",1637,0.00
"06/26/1999",1638,0.00
"06/27/1999",1639,0.00
"06/28/1999",1640,0.00
"06/29/1999",1641,0.00
"06/30/1999",1642,0.00
"07/01/1999",1643,1.03
"07/02/1999",1644,0.00
"07/03/1999",1645,0.00
"07/04/1999",1646,0.07
"07/05/1999",1647,0.00
"07/06/1999",1648,0.29
"07/07/1999",1649,0.00
"07/08/1999",1650,0.00
"07/09/1999",1651,0.00
"07/10/1999",1652,0.03
"07/11/1999",1653,0.00
"07/12/1999",1654,0.00
"07/13/1999",1655,0.09
"07/14/1999",1656,0.00
"07/15/1999",1657,0.00
"07/16/1999",1658,0.00
"07/17/1999",1659,0.00
"07/18/1999",1660,0.00
"07/19/1999",1661,0.49
"07/20/1999",1662,0.00
"07/21/1999",1663,0.00
"07/22/1999",1664,0.00
"07/23/1999",1665,0.30
"07/24/1999",1666,0.49
"07/25/1999",1667,0.72
"07/26/1999",1668,0.00
"07/27/1999",1669,0.00
"07/28/1999",1670,0.00
"07/29/1999",1671,0.00
"07/30/1999",1672,0.00
"07/31/1999",1673,0.00
"08/01/1999",1674,0.00
"08/02/1999",1675,0.00
"08/03/1999",1676,0.00
"08/04/1999",1677,0.00
"08/05/1999",1678,0.35
"08/06/1999",1679,0.10
"08/07/1999",1680,0.00
"08/08/1999",1681,0.02
"08/09/1999",1682,0.00
"08/10/1999",1683,0.00
"08/11/1999",1684,0.01
"08/12/1999",1685,0.00
"08/13/1999",1686,0.00
"08/14/1999",1687,0.49
"08/15/1999",1688,0.12
"08/16/1999",1689,0.00
"08/17/1999",1690,0.00
"08/18/1999",1691,0.00
"08/19/1999",1692,0.00
"08/20/1999",1693,0.01
"08/21/1999",1694,0.12
"08/22/1999",1695,0.07
"08/23/1999",1696,0.00
"08/24/1999",1697,0.00
"08/25/1999",1698,0.00
"08/26/1999",1699,0.00
"08/27/1999",1700,0.04
"08/28/1999",1701,0.00
"08/29/1999",1702,0.00
"08/30/1999",1703,0.00
"08/31/1999",1704,0.00
"09/01/1999",1705,0.00
"09/02/1999",1706,0.00
"09/03/1999",1707,0.00
"09/04/1999",1708,0.00
"09/05/1999",1709,0.00
"09/06/1999",1710,0.14
"09/07/1999",1711,0.32
"09/08/1999",1712,0.28
"09/09/1999",1713,0.00
"09/10/1999",1714,4.71
"09/11/1999",1715,0.00
"09/12/1999",1716,0.00
"09/13/1999",1717,0.00
"09/14/1999",1718,0.00
"09/15/1999",1719,0.51
"09/16/1999",1720,3.13
"09/17/1999",1721,0.02
"09/18/1999",1722,0.00
"09/19/1999",1723,0.00
"09/20/1999",1724,0.00
"09/21/1999",1725,0.01
"09/22/1999",1726,0.13
"09/23/1999",1727,0.03
"09/24/1999",1728,0.00
"09/25/1999",1729,0.08
"09/26/1999",1730,0.00
"09/27/1999",1731,0.00
"09/28/1999",1732,0.00
"09/29/1999",1733,0.00
"09/30/1999",1734,0.45
"10/01/1999",1735,0.00
"10/02/1999",1736,0.00
"10/03/1999",1737,0.00
"10/04/1999",1738,0.70
"10/05/1999",1739,0.00
"10/06/1999",1740,0.00
"10/07/1999",1741,0.00
"10/08/1999",1742,0.00
"10/09/1999",1743,0.07
"10/10/1999",1744,0.20
"10/11/1999",1745,0.00
"10/12/1999",1746,0.00
"10/13/1999",1747,0.70
"10/14/1999",1748,0.25
"10/15/1999",1749,0.00
"10/16/1999",1750,0.00
"10/17/1999",1751,0.11
"10/18/1999",1752,1.08
"10/19/1999",1753,0.00
"10/20/1999",1754,0.80
"10/21/1999",1755,0.00
"10/22/1999",1756,0.00
"10/23/1999",1757,0.39
"10/24/1999",1758,0.00
"10/25/1999",1759,0.00
"10/26/1999",1760,0.00
"10/27/1999",1761,0.00
"10/28/1999",1762,0.00
"10/29/1999",1763,0.00
"10/30/1999",1764,0.00
"10/31/1999",1765,0.00
"11/01/1999",1766,0.00
"11/02/1999",1767,0.10
"11/03/1999",1768,0.74
"11/04/1999",1769,0.00
"11/05/1999",1770,0.00
"11/06/1999",1771,0.00
"11/07/1999",1772,0.00
"11/08/1999",1773,0.00
"11/09/1999",1774,0.00
"11/10/1999",1775,0.30
"11/11/1999",1776,0.07
"11/12/1999",1777,0.11
"11/13/1999",1778,0.02
"11/14/1999",1779,0.10
"11/15/1999",1780,0.00
"11/16/1999",1781,0.00
"11/17/1999",1782,0.00
"11/18/1999",1783,0.00
"11/19/1999",1784,0.00
"11/20/1999",1785,0.12
"11/21/1999",1786,0.00
"11/22/1999",1787,0.00
"11/23/1999",1788,0.00
"11/24/1999",1789,0.01
"11/25/1999",1790,0.13
"11/26/1999",1791,0.08
"11/27/1999",1792,0.36
"11/28/1999",1793,0.00
"11/29/1999",1794,0.00
"11/30/1999",1795,0.00
"12/01/1999",1796,0.00
"12/02/1999",1797,0.00
"12/03/1999",1798,0.00
"12/04/1999",1799,0.01
"12/05/1999",1800,0.00
"12/06/1999",1801,0.14
"12/07/1999",1802,0.88
"12/08/1999",1803,0.00
"12/09/1999",1804,0.00
"12/10/1999",1805,0.01
"12/11/1999",1806,0.00
"12/12/1999",1807,0.00
"12/13/1999",1808,0.03
"12/14/1999",1809,0.04
"12/15/1999",1810,0.23
"12/16/1999",1811,0.01
"12/17/1999",1812,0.00
"12/18/1999",1813,0.00
"12/19/1999",1814,0.00
"12/20/1999",1815,0.08
"12/21/1999",1816,0.09
"12/22/1999",1817,0.00
"12/23/1999",1818,0.00
"12/24/1999",1819,0.00
"12/25/1999",1820,0.00
"12/26/1999",1821,0.00
"12/27/1999",1822,0.00
"12/28/1999",1823,0.00
"12/29/1999",1824,0.00
"12/30/1999",1825,0.00
"12/31/1999",1826,0.00
"01/01/2000",1827,0.00
"01/02/2000",1828,0.03
"01/03/2000",1829,0.03
"01/04/2000",1830,0.76
"01/05/2000",1831,0.23
"01/06/2000",1832,0.00
"01/07/2000",1833,0.00
"01/08/2000",1834,0.00
"01/09/2000",1835,0.00
"01/10/2000",1836,0.74
"01/11/2000",1837,0.00
"01/12/2000",1838,0.00
"01/13/2000",1839,0.10
"01/14/2000",1840,0.00
"01/15/2000",1841,0.00
"01/16/2000",1842,0.00
"01/17/2000",1843,0.00
"01/18/2000",1844,0.00
"01/19/2000",1845,0.00
"01/20/2000",1846,0.00
"01/21/2000",1847,0.00
"01/22/2000",1848,0.00
"01/23/2000",1849,0.00
"01/24/2000",1850,0.00
"01/25/2000",1851,0.49
"01/26/2000",1852,0.01
"01/27/2000",1853,0.00
"01/28/2000",1854,0.00
"01/29/2000",1855,0.00
"01/30/2000",1856,0.00
"01/31/2000",1857,0.21
"02/01/2000",1858,0.00
"02/02/2000",1859,0.00
"02/03/2000",1860,0.00
"02/04/2000",1861,0.00
"02/05/2000",1862,0.00
"02/06/2000",1863,0.00
"02/07/2000",1864,0.00
"02/08/2000",1865,0.00
"02/09/2000",1866,0.00
"02/10/2000",1867,0.00
"02/11/2000",1868,0.05
"02/12/2000",1869,0.00
"02/13/2000",1870,0.00
"02/14/2000",1871,0.98
"02/15/2000",1872,0.00
"02/16/2000",1873,0.00
"02/17/2000",1874,0.00
"02/18/2000",1875,0.17
"02/19/2000",1876,0.08
"02/20/2000",1877,0.00
"02/21/2000",1878,0.00
"02/22/2000",1879,0.00
"02/23/2000",1880,0.00
"02/24/2000",1881,0.05
"02/25/2000",1882,0.34
"02/26/2000",1883,0.03
"02/27/2000",1884,0.00
"02/28/2000",1885,0.24
"02/29/2000",1886,0.00
"03/01/2000",1887,0.00
"03/02/2000",1888,0.01
"03/03/2000",1889,0.00
"03/04/2000",1890,0.00
"03/05/2000",1891,0.00
"03/06/2000",1892,0.00
"03/07/2000",1893,0.00
"03/08/2000",1894,0.00
"03/09/2000",1895,0.01
"03/10/2000",1896,0.00
"03/11/2000",1897,0.87
"03/12/2000",1898,0.56
"03/13/2000",1899,0.00
"03/14/2000",1900,0.00
"03/15/2000",1901,0.00
"03/16/2000",1902,0.19
"03/17/2000",1903,0.78
"03/18/2000",1904,0.00
"03/19/2000",1905,0.00
"03/20/2000",1906,0.00
"03/21/2000",1907,0.00
"03/22/2000",1908,0.00
"03/23/2000",1909,0.00
"03/24/2000",1910,0.00
"03/25/2000",1911,0.00
"03/26/2000",1912,0.00
"03/27/2000",1913,0.00
"03/28/2000",1914,1.00
"03/29/2000",1915,0.17
"03/30/2000",1916,0.00
"03/31/2000",1917,0.00
"04/01/2000",1918,0.00
"04/02/2000",1919,0.00
"04/03/2000",1920,0.00
"04/04/2000",1921,0.26
"04/05/2000",1922,0.00
"04/06/2000",1923,0.02
"04/07/2000",1924,0.00
"04/08/2000",1925,0.14
"04/09/2000",1926,0.51
"04/10/2000",1927,0.00
"04/11/2000",1928,0.07
"04/12/2000",1929,0.01
